Distributor,Customer Name,City,Country,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year
Erdman  ,Mayert-Weber ,Homburg,Germany,Pharmacy,Retail,Alpharolac,Antipiretics,60.0,533,31980.0,November,2019
Erdman  ,"Reynolds, Jast and Mante ",Achern,Germany,Pharmacy,Retail,Amcibax Amcikeran,Analgesics,48.0,319,15312.0,November,2019
Erdman  ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,Pharmacy,Retail,Primapion,Antibiotics,10.0,492,4920.0,November,2019
Gerlach LLC ,Stehr-Champlin Pharmacy,Eberswalde,Germany,Pharmacy,Retail,Diaxolol,Antiseptics,160.0,765,122400.0,November,2019
Gerlach LLC ,D'Amore and Sons Pharm,Görlitz,Germany,Pharmacy,Retail,Liomulin,Mood Stabilizers,60.0,490,29400.0,November,2019
Gerlach LLC ,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,Pharmacy,Retail,Liomulin,Mood Stabilizers,2750.0,490,1347500.0,November,2019
Gerlach LLC ,"Hahn, Rutherford and Gislason Pharmacy",Wolfenbüttel,Germany,Pharmacy,Retail,Lactubucil,Antipiretics,10.0,585,5850.0,November,2019
Gerlach LLC ,"Will, McGlynn and Fritsch Pharmaceutical Ltd",Bitterfeld,Germany,Pharmacy,Retail,Fentatrol Rapatelase,Antibiotics,100.0,458,45800.0,November,2019
Gerlach LLC ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,Pharmacy,Retail,Morphizolid Tianalin,Mood Stabilizers,20.0,742,14840.0,November,2019
Gerlach LLC ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,Pharmacy,Retail,Abatatriptan,Antibiotics,30.0,742,22260.0,November,2019
Gerlach LLC ,Koss Ltd Pharma Plc,Dingolfing,Germany,Pharmacy,Retail,Aclonuma,Antimalarial,20.0,474,9480.0,November,2019
Gerlach LLC ,Emard-O'Connell Pharmaceutical Ltd,Kevelaer,Germany,Pharmacy,Retail,Liomulin,Mood Stabilizers,350.0,490,171500.0,November,2019
Gerlach LLC ,Terry-Kub Pharmaceutical Ltd,Wegberg,Germany,Pharmacy,Retail,Acycpex,Mood Stabilizers,20.0,510,10200.0,November,2019
Gerlach LLC ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,Pharmacy,Retail,Bexridol,Antipiretics,24.0,80,1920.0,November,2019
Gerlach LLC ,"Zieme, Doyle and Kunze Pharm",Stuttgart,Germany,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,10.0,502,5020.0,November,2019
Gerlach LLC ,Ritchie-Rodriguez Pharmacy,Herford,Germany,Pharmacy,Retail,Lioletine Refliruvax,Analgesics,50.0,435,21750.0,November,2019
Gerlach LLC ,Upton PLC Pharmaceutical Limited,Mühlhausen,Germany,Pharmacy,Retail,Enzastryl,Antiseptics,5.0,26,130.0,November,2019
Gerlach LLC ,"Hahn, Rutherford and Gislason Pharmacy",Wolfenbüttel,Germany,Pharmacy,Retail,Topifribrate,Analgesics,50.0,621,31050.0,November,2019
Erdman  ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,Pharmacy,Retail,Lovepion,Antiseptics,15.0,544,8160.0,November,2019
Erdman  ,Kozey Ltd Pharmacy,Stralsund,Germany,Pharmacy,Retail,Atomorelin,Analgesics,30.0,555,16650.0,November,2019
Erdman  ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,Pharmacy,Retail,Dorzovorin Pentadarone,Antimalarial,20.0,164,3280.0,November,2019
Erdman  ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,Pharmacy,Retail,Syntheruvax Proracin,Antimalarial,48.0,86,4128.0,November,2019
Gerlach LLC ,Kreiger Inc ,Burgdorf,Germany,Pharmacy,Retail,Topipizole,Mood Stabilizers,10.0,368,3680.0,November,2019
Gerlach LLC ,Powlowski-Buckridge Pharmacy,Albstadt,Germany,Pharmacy,Retail,Sanctumine,Antimalarial,96.0,149,14304.0,November,2019
Gerlach LLC ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,100.0,762,76200.0,November,2019
Gerlach LLC ,Turner Ltd Pharmacy,Dortmund,Germany,Pharmacy,Retail,Ribabyclor,Antiseptics,15.0,469,7035.0,November,2019
Koss   ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,Pharmacy,Retail,Dexacilin Triline,Analgesics,20.0,129,2580.0,November,2019
Gerlach LLC ,Barton Ltd Pharmaceutical Limited,Celle,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,50.0,385,19250.0,November,2019
Gerlach LLC ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,170.0,535,90950.0,November,2019
Gerlach LLC ,Schuppe Inc ,Bensheim,Germany,Pharmacy,Retail,Sucprine Specbalamin,Antiseptics,30.0,182,5460.0,November,2019
Gerlach LLC ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,50.0,502,25100.0,November,2019
Koss   ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,Pharmacy,Retail,Neuropogen Empibax,Analgesics,-550.0,605,-332750.0,November,2019
Koss   ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,-24.0,710,-17040.0,November,2019
Gerlach LLC ,Mills Inc Pharmacy,Bremen,Germany,Pharmacy,Retail,Spiroderall,Mood Stabilizers,10.0,653,6530.0,November,2019
Gerlach LLC ,"Buckridge, Dach and Carroll ",Friedrichshafen,Germany,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,15.0,180,2700.0,November,2019
Gerlach LLC ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Cordamectin Actolamin,Antipiretics,10.0,367,3670.0,November,2019
Koss   ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,Pharmacy,Retail,Aldevac,Analgesics,2480.0,26,64480.0,November,2019
Gerlach LLC ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Pentastrin,Antibiotics,400.0,497,198800.0,November,2019
Gerlach LLC ,Erdman PLC ,Holzminden,Germany,Pharmacy,Retail,Robapril,Antipiretics,10.0,453,4530.0,November,2019
Gerlach LLC ,Harris-Conroy Pharm,Oelde,Germany,Pharmacy,Retail,Acubulin,Antipiretics,2.0,490,980.0,November,2019
Koss   ,"Hills, Stroman and Ernser ",Rheda-Wiedenbrück,Germany,Pharmacy,Retail,Zyvance,Analgesics,3.0,323,969.0,November,2019
Koss   ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,Pharmacy,Retail,Lovapur,Mood Stabilizers,20.0,551,11020.0,November,2019
Koss   ,Hoeger Ltd Pharm,Lennestadt,Germany,Pharmacy,Retail,Aggrakine,Antiseptics,20.0,47,940.0,November,2019
Koss   ,Kuhic LLC ,Schleswig,Germany,Pharmacy,Retail,Raparidol,Mood Stabilizers,40.0,187,7480.0,November,2019
Koss   ,Zemlak-Witting ,Cuxhaven,Germany,Pharmacy,Retail,Asparathasone Unipan,Antibiotics,24.0,153,3672.0,November,2019
Koss   ,"Nitzsche, Effertz and Maggio Pharmaceutical Limited",Northeim,Germany,Pharmacy,Retail,Androporin,Antiseptics,320.0,659,210880.0,November,2019
Gerlach LLC ,"Yundt, Leuschke and Ward Pharma Plc",Ahaus,Germany,Pharmacy,Retail,Zithrotrol,Antiseptics,600.0,137,82200.0,November,2019
Gerlach LLC ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,Pharmacy,Retail,Cyclovital,Antimalarial,250.0,677,169250.0,November,2019
Gerlach LLC ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,Pharmacy,Retail,Palodizem,Mood Stabilizers,250.0,201,50250.0,November,2019
Gerlach LLC ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Paronium Atracustone,Analgesics,5.0,414,2070.0,November,2019
Koss   ,"Funk, Ratke and Heaney ",Bad Dürkheim,Germany,Pharmacy,Retail,Alimmethate Insudase,Analgesics,360.0,624,224640.0,November,2019
Koss   ,Kreiger Inc ,Burgdorf,Germany,Pharmacy,Retail,Claripenem,Antibiotics,50.0,448,22400.0,November,2019
Koss   ,White Inc Pharm,Ehingen an der Donau,Germany,Pharmacy,Retail,Primapion,Antibiotics,882.0,492,433944.0,November,2019
Koss   ,Gerlach LLC Pharmacy,Hofheim,Germany,Pharmacy,Retail,Paronium Atracustone,Analgesics,30.0,414,12420.0,November,2019
Koss   ,Kreiger Inc ,Burgdorf,Germany,Pharmacy,Retail,Nevanide Actozide,Antibiotics,85.0,773,65705.0,November,2019
Koss   ,Emard-O'Connell Pharm,Rosenheim,Germany,Pharmacy,Retail,Quixitriptan Alanesin,Antiseptics,180.0,79,14220.0,November,2019
Koss   ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,Pharmacy,Retail,Pitodomide,Antimalarial,-190.0,24,-4560.0,November,2019
Koss   ,Dach Ltd Pharm,Saarlouis,Germany,Pharmacy,Retail,Palodizem,Mood Stabilizers,100.0,201,20100.0,November,2019
Koss   ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,400.0,106,42400.0,November,2019
Koss   ,Purdy Ltd ,Erkelenz,Germany,Pharmacy,Retail,Stelazolid,Antimalarial,100.0,73,7300.0,November,2019
Koss   ,Zemlak-Witting ,Cuxhaven,Germany,Pharmacy,Retail,Proderal,Antiseptics,10.0,34,340.0,November,2019
Gerlach LLC ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,Pharmacy,Retail,Magneprex,Antimalarial,10.0,187,1870.0,November,2019
Erdman  ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,Pharmacy,Retail,Hepavice,Mood Stabilizers,480.0,140,67200.0,November,2019
Gerlach LLC ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,Pharmacy,Retail,Lovephilus,Analgesics,360.0,582,209520.0,November,2019
Gerlach LLC ,Zemlak-Witting ,Cuxhaven,Germany,Pharmacy,Retail,Cricane Acamsumab,Antiseptics,1640.0,22,36080.0,November,2019
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,Pharmacy,Retail,Hepavice,Mood Stabilizers,220.0,140,30800.0,November,2019
Gerlach LLC ,Barrows-Kohler Pharma Plc,Coesfeld,Germany,Pharmacy,Retail,Acycpex,Mood Stabilizers,770.0,510,392700.0,November,2019
Gerlach LLC ,Kuhic LLC ,Schleswig,Germany,Pharmacy,Retail,Diaxolol,Antiseptics,300.0,765,229500.0,November,2019
Gerlach LLC ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,Pharmacy,Retail,Albudazole Erobloc,Antiseptics,10.0,563,5630.0,November,2019
Gerlach LLC ,Roob PLC Pharmaceutical Limited,Frechen,Germany,Pharmacy,Retail,Biotasol Siloderm,Antiseptics,10.0,373,3730.0,November,2019
Gerlach LLC ,McCullough LLC Pharmaceutical Ltd,Lage,Germany,Pharmacy,Retail,Choriotrisin,Antibiotics,1.0,591,591.0,November,2019
Gerlach LLC ,"Spinka, Schowalter and Conn ",Bergheim,Germany,Pharmacy,Retail,Factofribrate,Mood Stabilizers,3.0,99,297.0,November,2019
Gerlach LLC ,Mills Inc Pharmacy,Bremen,Germany,Pharmacy,Retail,Ibrulinum,Antipiretics,10.0,190,1900.0,November,2019
Gerlach LLC ,Emard-O'Connell Pharm,Rosenheim,Germany,Pharmacy,Retail,Abobozolid,Antimalarial,6.0,75,450.0,November,2019
Gerlach LLC ,Turner Ltd Pharmacy,Dortmund,Germany,Pharmacy,Retail,Alpradipine,Analgesics,20.0,445,8900.0,November,2019
Erdman  ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,Pharmacy,Retail,Rositroban,Mood Stabilizers,10.0,481,4810.0,November,2019
Erdman  ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,Pharmacy,Retail,Abatatriptan,Antibiotics,10.0,742,7420.0,November,2019
Erdman  ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,Pharmacy,Retail,Amamadin,Antimalarial,10.0,713,7130.0,November,2019
Koss   ,Lockman-Welch Pharmaceutical Limited,Zweibrücken,Germany,Pharmacy,Retail,Raparidol,Mood Stabilizers,20.0,187,3740.0,November,2019
Koss   ,Dach Ltd Pharm,Saarlouis,Germany,Pharmacy,Retail,Diaxolol,Antiseptics,20.0,765,15300.0,November,2019
Koss   ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,Pharmacy,Retail,Kiovax Tercorolac,Analgesics,48.0,722,34656.0,November,2019
Koss   ,Hermiston LLC Pharm,Moers,Germany,Pharmacy,Retail,Hepavice,Mood Stabilizers,48.0,140,6720.0,November,2019
Koss   ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,Pharmacy,Retail,Alglutriptan,Analgesics,140.0,301,42140.0,November,2019
Koss   ,Franecki Inc Pharma Plc,Schwerte,Germany,Pharmacy,Retail,Tetalamide,Antibiotics,100.0,430,43000.0,November,2019
Koss   ,Purdy Ltd ,Erkelenz,Germany,Pharmacy,Retail,Theopril,Antipiretics,30.0,768,23040.0,November,2019
Koss   ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Allomenda,Antipiretics,20.0,487,9740.0,November,2019
Erdman  ,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,Pharmacy,Retail,Fentalac,Antipiretics,3000.0,618,1854000.0,November,2019
Gerlach LLC ,Mayert-Weber ,Homburg,Germany,Pharmacy,Retail,Palodizem,Mood Stabilizers,12.0,201,2412.0,November,2019
Gerlach LLC ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,Pharmacy,Retail,Megenorphine,Antimalarial,20.0,402,8040.0,November,2019
Gerlach LLC ,VonRueden-Adams Pharm,Delitzsch,Germany,Pharmacy,Retail,Angioparin Brimosumab,Mood Stabilizers,10.0,682,6820.0,November,2019
Gerlach LLC ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,5.0,112,560.0,November,2019
Gerlach LLC ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,Pharmacy,Retail,Dexmebital Acanplan,Analgesics,4.0,170,680.0,November,2019
Koss   ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Alpharolac,Antipiretics,1100.0,533,586300.0,November,2019
Koss   ,"Reynolds, Jast and Mante ",Achern,Germany,Pharmacy,Retail,Afluferon Entrarenone,Antimalarial,90.0,104,9360.0,November,2019
Koss   ,Huel Inc Pharm,Zwickau,Germany,Pharmacy,Retail,Metapatch,Antipiretics,960.0,438,420480.0,November,2019
Koss   ,Terry-Kub Pharmaceutical Ltd,Wegberg,Germany,Pharmacy,Retail,Dorzovorin Pentadarone,Antimalarial,180.0,164,29520.0,November,2019
Gerlach LLC ,Wolff Group ,Pfungstadt,Germany,Pharmacy,Retail,Allomenda,Antipiretics,60.0,487,29220.0,November,2019
Gerlach LLC ,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,Pharmacy,Retail,Zonixamine Immulinum,Analgesics,24.0,298,7152.0,November,2019
Gerlach LLC ,Mayert-Weber ,Homburg,Germany,Pharmacy,Retail,Abranatal Lysoprosate,Antiseptics,2.0,681,1362.0,November,2019
Koss   ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,Pharmacy,Retail,Dantolac Pazocor,Analgesics,10.0,578,5780.0,November,2019
Koss   ,Cassin PLC Pharmaceutical Limited,Weißenfels,Germany,Pharmacy,Retail,Zonixamine Immulinum,Analgesics,1500.0,298,447000.0,November,2019
Gerlach LLC ,Koss Ltd Pharma Plc,Dingolfing,Germany,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,4.0,33,132.0,November,2019
Gerlach LLC ,Kuhic LLC ,Schleswig,Germany,Pharmacy,Retail,Sodinel Olofribrate,Antimalarial,10.0,50,500.0,November,2019
Koss   ,"Yundt, Leuschke and Ward Pharma Plc",Ahaus,Germany,Pharmacy,Retail,Acycpex,Mood Stabilizers,70.0,510,35700.0,November,2019
Gerlach LLC ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,Pharmacy,Retail,Choriogestrel,Antiseptics,30.0,347,10410.0,November,2019
Gerlach LLC ,Ward Group Pharma Plc,Barsinghausen,Germany,Pharmacy,Retail,Invisteride Diclomycin,Mood Stabilizers,40.0,452,18080.0,November,2019
Gerlach LLC ,Lockman-Welch Pharmaceutical Limited,Zweibrücken,Germany,Pharmacy,Retail,Hepavice,Mood Stabilizers,40.0,140,5600.0,November,2019
Gerlach LLC ,McCullough LLC Pharmaceutical Ltd,Lage,Germany,Pharmacy,Retail,Alarudin Azarolac,Mood Stabilizers,20.0,567,11340.0,November,2019
Koss   ,Powlowski-Buckridge Pharmacy,Albstadt,Germany,Pharmacy,Retail,Cricane Acamsumab,Antiseptics,100.0,22,2200.0,November,2019
Koss   ,Dach Ltd Pharm,Saarlouis,Germany,Pharmacy,Retail,Ergomethate,Mood Stabilizers,250.0,604,151000.0,November,2019
Koss   ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,100.0,710,71000.0,November,2019
Gerlach LLC ,Kertzmann-Ward Pharmaceutical Limited,Goslar,Germany,Pharmacy,Retail,Immurenol Temarate,Antipiretics,20.0,303,6060.0,November,2019
Gerlach LLC ,Turner Ltd Pharmacy,Dortmund,Germany,Pharmacy,Retail,Kinerinex,Antiseptics,220.0,647,142340.0,November,2019
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,Pharmacy,Retail,Betanem,Analgesics,42.0,611,25662.0,November,2019
Koss   ,Hoeger Ltd ,Heidenheim,Germany,Pharmacy,Retail,Ribabyclor,Antiseptics,1.0,469,469.0,November,2019
Gerlach LLC ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,20.0,482,9640.0,November,2019
Gerlach LLC ,Vandervort LLC Pharm,Stade,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,20.0,385,7700.0,November,2019
Gerlach LLC ,Powlowski-Buckridge Pharmacy,Albstadt,Germany,Pharmacy,Retail,Clindaracil,Analgesics,2000.0,173,346000.0,November,2019
Gerlach LLC ,Mraz Group Pharmaceutical Limited,Schweinfurt,Germany,Pharmacy,Retail,Imiformin Transmunex,Antibiotics,5.0,400,2000.0,November,2019
Koss   ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,Pharmacy,Retail,Zonitonin,Antiseptics,2400.0,518,1243200.0,November,2019
Koss   ,Haley PLC Pharmacy,Kassel,Germany,Pharmacy,Retail,Hepavice,Mood Stabilizers,294.0,140,41160.0,November,2019
Gerlach LLC ,Lesch PLC Pharma Plc,Königs Wusterhausen,Germany,Pharmacy,Retail,Hydroxyprosyn,Antibiotics,50.0,220,11000.0,November,2019
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,Pharmacy,Retail,Relenvice,Antimalarial,50.0,459,22950.0,November,2019
Gerlach LLC ,Kozey Ltd Pharmacy,Stralsund,Germany,Pharmacy,Retail,Arivac,Antimalarial,10.0,567,5670.0,November,2019
Gerlach LLC ,Haley PLC Pharmacy,Kassel,Germany,Pharmacy,Retail,Duraprazole Agalsixolol,Antiseptics,24.0,375,9000.0,November,2019
Gerlach LLC ,Monahan Ltd Pharma Plc,Güstrow,Germany,Pharmacy,Retail,Ketamara Evogel,Antipiretics,60.0,704,42240.0,November,2019
Gerlach LLC ,Koss Ltd Pharma Plc,Dingolfing,Germany,Pharmacy,Retail,Xenaminphen,Antimalarial,30.0,195,5850.0,November,2019
Koss   ,Gibson-Hill ,Troisdorf,Germany,Pharmacy,Retail,Topifribrate,Analgesics,140.0,621,86940.0,November,2019
Koss   ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,Pharmacy,Retail,Syntheruvax Proracin,Antimalarial,800.0,86,68800.0,November,2019
Koss   ,Raynor-Graham ,Wedel,Germany,Pharmacy,Retail,Comzyme,Antibiotics,1440.0,114,164160.0,November,2019
Koss   ,Paucek PLC ,Espelkamp,Germany,Pharmacy,Retail,Zithrotrol,Antiseptics,2200.0,137,301400.0,November,2019
Koss   ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Tiaracil,Antipiretics,2200.0,162,356400.0,November,2019
Koss   ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Exotropin Empizine,Mood Stabilizers,1020.0,785,800700.0,November,2019
Koss   ,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,Pharmacy,Retail,Interzide,Antimalarial,-800.0,420,-336000.0,November,2019
Koss   ,"Hahn, Rutherford and Gislason Pharm",Kulmbach,Germany,Pharmacy,Retail,Abranatal Lysoprosate,Antiseptics,3.0,681,2043.0,November,2019
Koss   ,McDermott Inc Pharma Plc,Staßfurt,Germany,Pharmacy,Retail,Belavarix Benzabicin,Antibiotics,5.0,131,655.0,November,2019
Gerlach LLC ,Dach Ltd Pharm,Saarlouis,Germany,Pharmacy,Retail,Tacrodomide,Antipiretics,10.0,420,4200.0,November,2019
Gerlach LLC ,Waelchi LLC Pharm,Sinsheim,Germany,Pharmacy,Retail,Zyvance,Analgesics,20.0,323,6460.0,November,2019
Gerlach LLC ,Kozey Ltd Pharmacy,Stralsund,Germany,Pharmacy,Retail,Dorzovorin Pentadarone,Antimalarial,144.0,164,23616.0,November,2019
Gerlach LLC ,Harris-Conroy Pharm,Oelde,Germany,Pharmacy,Retail,Angioparin Brimosumab,Mood Stabilizers,80.0,682,54560.0,November,2019
Erdman  ,Fadel-West Pharmaceutical Ltd,Filderstadt,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,90.0,385,34650.0,December,2019
Erdman  ,McDermott Inc Pharma Plc,Staßfurt,Germany,Pharmacy,Retail,Pazofenac,Mood Stabilizers,25.0,123,3075.0,December,2019
Erdman  ,Rowe PLC Pharm,Verl,Germany,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,30.0,130,3900.0,December,2019
Erdman  ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,Pharmacy,Retail,Zonitonin,Antiseptics,70.0,518,36260.0,December,2019
Erdman  ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,Pharmacy,Retail,Docstryl Rivacin,Antiseptics,150.0,789,118350.0,December,2019
Erdman  ,"Zieme, Doyle and Kunze Pharm",Stuttgart,Germany,Pharmacy,Retail,Tetalamide,Antibiotics,144.0,430,61920.0,December,2019
Erdman  ,"Lebsack, Yost and Heller Pharma Plc",Ibbenbüren,Germany,Pharmacy,Retail,Adalatamine,Antiseptics,20.0,794,15880.0,December,2019
Erdman  ,"Zieme, Doyle and Kunze Pharm",Stuttgart,Germany,Pharmacy,Retail,Alglutriptan,Analgesics,10.0,301,3010.0,December,2019
Erdman  ,West Group Pharma Plc,Aschersleben,Germany,Pharmacy,Retail,Aldevac,Analgesics,10.0,26,260.0,December,2019
Erdman  ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,Pharmacy,Retail,Amphesirox,Antiseptics,5.0,25,125.0,December,2019
Erdman  ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Ceftatana Serolamide,Antipiretics,10.0,595,5950.0,December,2019
Erdman  ,Gerlach LLC Pharmacy,Hofheim,Germany,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,15.0,502,7530.0,December,2019
Erdman  ,Raynor LLC Pharm,Hilden,Germany,Pharmacy,Retail,Zynosine,Antimalarial,25.0,74,1850.0,December,2019
Erdman  ,Paucek PLC ,Espelkamp,Germany,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,50.0,33,1650.0,December,2019
Erdman  ,Walsh-Brown Pharma Plc,Osnabrück,Germany,Pharmacy,Retail,Tesnorphine Silotamine,Antibiotics,10.0,319,3190.0,December,2019
Erdman  ,Osinski-Botsford Pharm,Meerbusch,Germany,Pharmacy,Retail,Tetratanyl,Antimalarial,10.0,511,5110.0,December,2019
Erdman  ,D'Amore and Sons Pharm,Görlitz,Germany,Pharmacy,Retail,Tracdomide,Antipiretics,30.0,548,16440.0,December,2019
Erdman  ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,Pharmacy,Retail,Angioparin Brimosumab,Mood Stabilizers,30.0,682,20460.0,December,2019
Erdman  ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,Pharmacy,Retail,Bexridol,Antipiretics,250.0,80,20000.0,December,2019
Erdman  ,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,-1.0,385,-385.0,December,2019
Erdman  ,VonRueden-Adams Pharm,Delitzsch,Germany,Pharmacy,Retail,Alimmethate Insudase,Analgesics,100.0,624,62400.0,December,2019
Erdman  ,Hoeger Ltd ,Heidenheim,Germany,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,50.0,33,1650.0,December,2019
Erdman  ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,Pharmacy,Retail,Solasteride,Mood Stabilizers,20.0,520,10400.0,December,2019
Erdman  ,Rohan Inc Pharmaceutical Limited,Amberg,Germany,Pharmacy,Retail,Insozyme,Antiseptics,20.0,655,13100.0,December,2019
Erdman  ,Crist Inc Pharma Plc,Eschwege,Germany,Pharmacy,Retail,Effigine Propraprex,Antimalarial,20.0,377,7540.0,December,2019
Erdman  ,"Leuschke, Waters and Schowalter Pharma Plc",Herzogenrath,Germany,Pharmacy,Retail,Kiovax Tercorolac,Analgesics,6.0,722,4332.0,December,2019
Erdman  ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Duraprazole Agalsixolol,Antiseptics,5.0,375,1875.0,December,2019
Erdman  ,Wolff Group ,Pfungstadt,Germany,Pharmacy,Retail,Lansopril Acribax,Antipiretics,56.0,492,27552.0,December,2019
Erdman  ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,Pharmacy,Retail,Xenaderal,Mood Stabilizers,10.0,311,3110.0,December,2019
Erdman  ,"Zieme, Doyle and Kunze Pharm",Stuttgart,Germany,Pharmacy,Retail,Ultrimax Ultriset,Antiseptics,10.0,269,2690.0,December,2019
Erdman  ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,5.0,112,560.0,December,2019
Erdman  ,Terry-Kub Pharma Plc,Weimar,Germany,Pharmacy,Retail,Sumanazole,Analgesics,5.0,529,2645.0,December,2019
Erdman  ,Rohan Inc Pharmaceutical Limited,Amberg,Germany,Pharmacy,Retail,Insozyme,Antiseptics,10.0,655,6550.0,December,2019
Erdman  ,"Zieme, Doyle and Kunze Pharm",Stuttgart,Germany,Pharmacy,Retail,Nisorase,Antibiotics,3.0,393,1179.0,December,2019
Erdman  ,West Group Pharma Plc,Aschersleben,Germany,Pharmacy,Retail,Lovapur,Mood Stabilizers,20.0,551,11020.0,December,2019
Erdman  ,"Lebsack, Yost and Heller Pharma Plc",Ibbenbüren,Germany,Pharmacy,Retail,Ibrulinum,Antipiretics,15.0,190,2850.0,December,2019
Erdman  ,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,Pharmacy,Retail,Benzoprox,Antiseptics,50.0,284,14200.0,December,2019
